artifact_alignment_padding_bytes,artifact_container_bytes,artifact_file_bytes,artifact_logical_payload_bits,artifact_natural_file_bytes,artifact_path,artifact_physical_compression_ratio,artifact_scope,artifact_sha256,artifact_stream_bytes,artifact_tail_padding_bytes,artifact_to_reference_file_ratio,artifact_total_overhead_bytes,production_backend,ql_budget_file_bytes,reference_artifact_file_bytes,roundtrip_exact_fp16_endpoint,same_physical_bytes_as_ql,strategy,target_ratio,under_ql_serialized_cap_before_padding
7,1280,529664,4227072,529664,artifacts/Q.hrc,3.960850652489125,selected_linear_weights_only,c0c9f26e7bef120edcc6839a44d008118723f1fced7423204304029d6e2d58f8,528384,0,0.25247101891397195,1280,False,627712,2097920,True,False,Q,0.3,not_applicable
7,1280,529664,4227072,529664,artifacts/Q_global_scale.hrc,3.960850652489125,selected_linear_weights_only,b29d5030f7ad80340b4ca57786eaddac6458775ec72fe9850d70d65c55ad44f5,528384,0,0.25247101891397195,1280,False,627712,2097920,True,False,Q_global_scale,0.3,not_applicable
153,2432,631690,5033152,631690,artifacts/Q_S.hrc,3.321122702591461,selected_linear_weights_only,b784861b08f9a069f788efe9ca47b3ac743c719f6c2a979ea5f157f7e1b57f8b,629144,0,0.3011029972544234,2546,False,627712,2097920,True,False,Q+S,0.3,not_applicable
153,2432,631690,5033152,631690,artifacts/Q_S_OBS.hrc,3.321122702591461,selected_linear_weights_only,182b4ea3fe3f524d0528dae968c21816ab8dbd23788afb99b615bfb035fe984e,629144,0,0.3011029972544234,2546,False,627712,2097920,True,False,Q+S_OBS,0.3,not_applicable
22,2048,627712,5005312,627712,artifacts/Q_L.hrc,3.342169657422512,selected_linear_weights_only,ee94406431a70c1d080704c18c86f9b83f141180b50c0452e8c7f5384b936da0,625664,0,0.29920683343502136,2048,False,627712,2097920,True,True,Q+L,0.3,not_applicable
157,2432,627712,4905056,615684,artifacts/Q_S_OBS_global.hrc,3.342169657422512,selected_linear_weights_only,c7cb335ae8e648517c5b75c6ed10dcadcd6798b399e60b32d7f092bc73119b1e,613132,12028,0.29920683343502136,14580,False,627712,2097920,True,True,Q+S_OBS_global,0.3,True
22,2048,627712,5005312,627712,artifacts/Q_L_global.hrc,3.342169657422512,selected_linear_weights_only,ee94406431a70c1d080704c18c86f9b83f141180b50c0452e8c7f5384b936da0,625664,0,0.29920683343502136,2048,False,627712,2097920,True,True,Q+L_global,0.3,True
22,2048,627712,5005312,627712,artifacts/Q_S_OBS_or_L_global.hrc,3.342169657422512,selected_linear_weights_only,ee94406431a70c1d080704c18c86f9b83f141180b50c0452e8c7f5384b936da0,625664,0,0.29920683343502136,2048,False,627712,2097920,True,True,Q+S_OBS_or_L_global,0.3,True
22,2048,627712,5005312,627712,artifacts/Q_S_L_QL_budget.hrc,3.342169657422512,selected_linear_weights_only,ee94406431a70c1d080704c18c86f9b83f141180b50c0452e8c7f5384b936da0,625664,0,0.29920683343502136,2048,False,627712,2097920,True,True,Q+S+L_QL_budget,0.3,True
22,2048,627712,5005312,627712,artifacts/Q_S_L_QL_budget_component_scale.hrc,3.342169657422512,selected_linear_weights_only,0e820667ac8e61a955191dbfb73acdf920114138ef106b6525e2755ded727256,625664,0,0.29920683343502136,2048,False,627712,2097920,True,True,Q+S+L_QL_budget_component_scale,0.3,True
227,3200,632512,5033152,632512,artifacts/Q_S_L.hrc,3.3168066376606293,selected_linear_weights_only,33eae3050fa9f9efa27b1cc81c65ee8e25f08f47d2978fdeec464aadbf72d86a,629144,0,0.3014948139109213,3368,False,627712,2097920,True,False,Q+S+L,0.3,not_applicable
227,3200,632512,5033152,632512,artifacts/Q_S_OBS_L.hrc,3.3168066376606293,selected_linear_weights_only,0696fab343b7ae68d1bce4af0832d464b14fec0a541ed153381eda235f88dd80,629144,0,0.3014948139109213,3368,False,627712,2097920,True,False,Q+S_OBS+L,0.3,not_applicable
227,3200,632512,5033152,632512,artifacts/Q_S_L_component_scale.hrc,3.3168066376606293,selected_linear_weights_only,29f0ecf980e3ad64dcbcb09022e489d2f0570eb635a5268e2599e667793be19d,629144,0,0.3014948139109213,3368,False,627712,2097920,True,False,Q+S+L_component_scale,0.3,not_applicable
